gbif_id,scientific_name,event_date,year,month,latitude,longitude,coordinate_uncertainty_m,county,locality,basis_of_record,dataset_key,individual_count,issue_flags
6185947963,"Alligator mississippiensis (Daudin, 1801)",2026-03-20T16:32,2026.0,3.0,32.362756,-89.043242,29120.0,,,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,"COORDINATE_ROUNDED,CONTINENT_DERIVED_FROM_COORDINATES,TAXON_ID_NOT_FOUND"
6186128579,"Alligator mississippiensis (Daudin, 1801)",2026-03-20T16:10,2026.0,3.0,32.271355,-89.009771,29120.0,,,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,"COORDINATE_ROUNDED,CONTINENT_DERIVED_FROM_COORDINATES,TAXON_ID_NOT_FOUND"
6188243929,"Alligator mississippiensis (Daudin, 1801)",2026-03-30T13:45,2026.0,3.0,33.224993,-88.789013,28984.0,,,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,"COORDINATE_ROUNDED,CONTINENT_DERIVED_FROM_COORDINATES,TAXON_ID_NOT_FOUND"
6188215137,"Alligator mississippiensis (Daudin, 1801)",2026-04-03T19:13:41,2026.0,4.0,32.352425,-90.071975,4.0,,,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,"CONTINENT_DERIVED_FROM_COORDINATES,TAXON_ID_NOT_FOUND"
6195373599,"Alligator mississippiensis (Daudin, 1801)",2026-04-10T19:24:13,2026.0,4.0,32.385283,-90.027642,10.0,,,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,"COORDINATE_ROUNDED,CONTINENT_DERIVED_FROM_COORDINATES,TAXON_ID_NOT_FOUND"
6195423339,"Alligator mississippiensis (Daudin, 1801)",2026-04-09T09:29,2026.0,4.0,30.450928,-88.655545,207.0,,,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,"COORDINATE_ROUNDED,CONTINENT_DERIVED_FROM_COORDINATES,TAXON_ID_NOT_FOUND,MULTIMEDIA_DATE_INVALID"
6195623230,"Alligator mississippiensis (Daudin, 1801)",2026-04-01T16:27,2026.0,4.0,30.377858,-88.518523,6.0,,,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,"COORDINATE_ROUNDED,CONTINENT_DERIVED_FROM_COORDINATES,TAXON_ID_NOT_FOUND"
6195940040,"Alligator mississippiensis (Daudin, 1801)",2026-04-08T13:37,2026.0,4.0,30.397992,-88.790032,6.0,,,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,"COORDINATE_ROUNDED,CONTINENT_DERIVED_FROM_COORDINATES,TAXON_ID_NOT_FOUND"
6195988307,"Alligator mississippiensis (Daudin, 1801)",2026-04-07T17:56:17,2026.0,4.0,30.397928,-88.79013,4.0,,,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,"COORDINATE_ROUNDED,CONTINENT_DERIVED_FROM_COORDINATES,TAXON_ID_NOT_FOUND"
6234805598,"Alligator mississippiensis (Daudin, 1801)",2026-04-19T13:04:47,2026.0,4.0,32.313658,-90.163103,,,,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,"COORDINATE_ROUNDED,CONTINENT_DERIVED_FROM_COORDINATES,TAXON_ID_NOT_FOUND"
6235264830,"Alligator mississippiensis (Daudin, 1801)",2026-04-25T10:58:35,2026.0,4.0,33.271122,-88.777367,3.0,,,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,"COORDINATE_ROUNDED,CONTINENT_DERIVED_FROM_COORDINATES,TAXON_ID_NOT_FOUND"
6235609954,"Alligator mississippiensis (Daudin, 1801)",2026-04-16T17:18,2026.0,4.0,30.787989,-89.807351,162.0,,,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,"COORDINATE_ROUNDED,CONTINENT_DERIVED_FROM_COORDINATES,TAXON_ID_NOT_FOUND"
6235788315,"Alligator mississippiensis (Daudin, 1801)",2026-04-25T13:39:29,2026.0,4.0,32.323973,-90.149538,2524.0,,,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,"COORDINATE_ROUNDED,CONTINENT_DERIVED_FROM_COORDINATES,TAXON_ID_NOT_FOUND"
6235790817,"Alligator mississippiensis (Daudin, 1801)",2026-04-18T18:40:13,2026.0,4.0,30.502945,-88.83307,6.0,,,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,"CONTINENT_DERIVED_FROM_COORDINATES,TAXON_ID_NOT_FOUND"
6235816038,"Alligator mississippiensis (Daudin, 1801)",2026-04-14T15:55:14,2026.0,4.0,33.296388,-88.858431,100.0,,,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,"COORDINATE_ROUNDED,CONTINENT_DERIVED_FROM_COORDINATES,TAXON_ID_NOT_FOUND"
6236264064,"Alligator mississippiensis (Daudin, 1801)",2026-04-25T10:58:59,2026.0,4.0,33.271203,-88.777262,4.0,,,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,"COORDINATE_ROUNDED,CONTINENT_DERIVED_FROM_COORDINATES,TAXON_ID_NOT_FOUND"
6251575632,"Alligator mississippiensis (Daudin, 1801)",2026-04-29T11:50:37,2026.0,4.0,31.180283,-90.523025,4.0,,,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,"COORDINATE_ROUNDED,CONTINENT_DERIVED_FROM_COORDINATES,TAXON_ID_NOT_FOUND"
6251638976,"Alligator mississippiensis (Daudin, 1801)",2026-04-28T12:49,2026.0,4.0,33.157684,-89.128047,10478.0,,,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,"COORDINATE_ROUNDED,CONTINENT_DERIVED_FROM_COORDINATES,TAXON_ID_NOT_FOUND"
6273395314,"Alligator mississippiensis (Daudin, 1801)",2026-04-13T15:47:11,2026.0,4.0,32.445923,-89.934038,29093.0,,,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,"COORDINATE_ROUNDED,CONTINENT_DERIVED_FROM_COORDINATES,TAXON_ID_NOT_FOUND"
6273875320,"Alligator mississippiensis (Daudin, 1801)",2026-04-13T12:50:41,2026.0,4.0,32.538988,-89.939347,6.0,,,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,"COORDINATE_ROUNDED,CONTINENT_DERIVED_FROM_COORDINATES,TAXON_ID_NOT_FOUND"
6252063656,"Alligator mississippiensis (Daudin, 1801)",2026-05-03T13:26:55,2026.0,5.0,30.461905,-89.05667,374.0,,,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,"COORDINATE_ROUNDED,CONTINENT_DERIVED_FROM_COORDINATES,TAXON_ID_NOT_FOUND"
6252210948,"Alligator mississippiensis (Daudin, 1801)",2026-05-02T11:25:45,2026.0,5.0,30.802113,-88.732872,4.0,,,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,"COORDINATE_ROUNDED,CONTINENT_DERIVED_FROM_COORDINATES,TAXON_ID_NOT_FOUND"
6253062510,"Alligator mississippiensis (Daudin, 1801)",2026-05-03T13:30:38,2026.0,5.0,30.460521,-89.056868,32.0,,,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,"COORDINATE_ROUNDED,CONTINENT_DERIVED_FROM_COORDINATES,TAXON_ID_NOT_FOUND"
6273300520,"Alligator mississippiensis (Daudin, 1801)",2026-05-05T16:41:42,2026.0,5.0,30.315744,-89.247543,6604.0,,,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,"COORDINATE_ROUNDED,CONTINENT_DERIVED_FROM_COORDINATES,TAXON_ID_NOT_FOUND"
6320201750,"Alligator mississippiensis (Daudin, 1801)",2026-05-12T19:23:21,2026.0,5.0,30.503549,-88.547618,29356.0,,,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,"COORDINATE_ROUNDED,CONTINENT_DERIVED_FROM_COORDINATES,TAXON_ID_NOT_FOUND"
6320922727,"Alligator mississippiensis (Daudin, 1801)",2026-05-14T21:20:59,2026.0,5.0,33.160578,-90.936112,205.0,,,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,"COORDINATE_ROUNDED,CONTINENT_DERIVED_FROM_COORDINATES,TAXON_ID_NOT_FOUND"
6321020636,"Alligator mississippiensis (Daudin, 1801)",2026-05-13T15:34:48,2026.0,5.0,30.397831,-88.790135,,,,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,"COORDINATE_ROUNDED,CONTINENT_DERIVED_FROM_COORDINATES,TAXON_ID_NOT_FOUND"
6321081941,"Alligator mississippiensis (Daudin, 1801)",2026-05-14T19:00,2026.0,5.0,30.374992,-88.70755,8.0,,,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,"COORDINATE_ROUNDED,CONTINENT_DERIVED_FROM_COORDINATES,TAXON_ID_NOT_FOUND"
6334238064,"Alligator mississippiensis (Daudin, 1801)",2026-05-23T14:00:48,2026.0,5.0,33.259767,-88.774861,,,,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,"COORDINATE_ROUNDED,CONTINENT_DERIVED_FROM_COORDINATES,TAXON_ID_NOT_FOUND"
6334246070,"Alligator mississippiensis (Daudin, 1801)",2026-05-23T13:24:24,2026.0,5.0,33.272011,-88.775903,,,,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,"COORDINATE_ROUNDED,CONTINENT_DERIVED_FROM_COORDINATES,TAXON_ID_NOT_FOUND"
6334670927,"Alligator mississippiensis (Daudin, 1801)",2026-05-23T13:58:24,2026.0,5.0,33.260222,-88.774531,,,,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,"COORDINATE_ROUNDED,CONTINENT_DERIVED_FROM_COORDINATES,TAXON_ID_NOT_FOUND"
6353312795,"Alligator mississippiensis (Daudin, 1801)",2026-05-29T18:43,2026.0,5.0,32.388376,-90.049315,23.0,,,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,"COORDINATE_ROUNDED,CONTINENT_DERIVED_FROM_COORDINATES,TAXON_ID_NOT_FOUND"
6422485890,"Alligator mississippiensis (Daudin, 1801)",2026-06-13T09:37:34,2026.0,6.0,33.390921,-88.78622,28984.0,,,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,"COORDINATE_ROUNDED,CONTINENT_DERIVED_FROM_COORDINATES,TAXON_ID_NOT_FOUND"
6422512725,"Alligator mississippiensis (Daudin, 1801)",2026-06-13T10:53:21,2026.0,6.0,33.215289,-88.652366,28984.0,,,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,"COORDINATE_ROUNDED,CONTINENT_DERIVED_FROM_COORDINATES,TAXON_ID_NOT_FOUND"
6431527045,"Alligator mississippiensis (Daudin, 1801)",2026-06-30T10:05:19,2026.0,6.0,30.39207,-88.88585,10.0,,,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,"CONTINENT_DERIVED_FROM_COORDINATES,TAXON_ID_NOT_FOUND"
6451598453,"Alligator mississippiensis (Daudin, 1801)",2026-07-17T17:24:14,2026.0,7.0,33.083818,-90.064129,29012.0,,,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,"COORDINATE_ROUNDED,CONTINENT_DERIVED_FROM_COORDINATES,TAXON_ID_NOT_FOUND"
6452274765,"Alligator mississippiensis (Daudin, 1801)",2026-07-14T11:58:53,2026.0,7.0,33.075472,-90.960555,,,,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,"COORDINATE_ROUNDED,CONTINENT_DERIVED_FROM_COORDINATES,TAXON_ID_NOT_FOUND"
6452371955,"Alligator mississippiensis (Daudin, 1801)",2026-07-19T19:23,2026.0,7.0,33.531531,-88.470903,,,,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,"COORDINATE_ROUNDED,CONTINENT_DERIVED_FROM_COORDINATES,TAXON_ID_NOT_FOUND"
6452512695,"Alligator mississippiensis (Daudin, 1801)",2026-07-18T10:30,2026.0,7.0,32.579434,-89.869955,3229.0,,,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,"COORDINATE_ROUNDED,CONTINENT_DERIVED_FROM_COORDINATES,TAXON_ID_NOT_FOUND"
6470088378,"Alligator mississippiensis (Daudin, 1801)",2026-07-14T19:39:13,2026.0,7.0,30.529541,-88.530769,29356.0,,,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,"COORDINATE_ROUNDED,CONTINENT_DERIVED_FROM_COORDINATES,TAXON_ID_NOT_FOUND"
6479150721,"Alligator mississippiensis (Daudin, 1801)",2026-07-31T18:07:28,2026.0,7.0,32.50606,-89.931874,14.0,,,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,"COORDINATE_ROUNDED,CONTINENT_DERIVED_FROM_COORDINATES,TAXON_ID_NOT_FOUND"
6479878689,"Alligator mississippiensis (Daudin, 1801)",2026-07-25T14:11:26,2026.0,7.0,30.383176,-88.741283,4.0,,,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,"COORDINATE_ROUNDED,CONTINENT_DERIVED_FROM_COORDINATES,TAXON_ID_NOT_FOUND"
6481093796,"Alligator mississippiensis (Daudin, 1801)",2026-07-13T11:08:44,2026.0,7.0,30.376537,-89.619575,4.0,,,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,"COORDINATE_ROUNDED,CONTINENT_DERIVED_FROM_COORDINATES,TAXON_ID_NOT_FOUND"
6480659166,"Alligator mississippiensis (Daudin, 1801)",2026-08-01T18:51,2026.0,8.0,32.313545,-89.055567,29120.0,,,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,"COORDINATE_ROUNDED,CONTINENT_DERIVED_FROM_COORDINATES,TAXON_ID_NOT_FOUND"
6499815531,"Alligator mississippiensis (Daudin, 1801)",2026-08-15T09:36:10,2026.0,8.0,32.522139,-89.958096,383.0,,,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,"COORDINATE_ROUNDED,CONTINENT_DERIVED_FROM_COORDINATES,TAXON_ID_NOT_FOUND"
6499967711,"Alligator mississippiensis (Daudin, 1801)",2026-08-19T16:49:11,2026.0,8.0,30.361756,-88.758584,,,,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,"COORDINATE_ROUNDED,CONTINENT_DERIVED_FROM_COORDINATES,TAXON_ID_NOT_FOUND"
6500025627,"Alligator mississippiensis (Daudin, 1801)",2026-08-16T12:01:38,2026.0,8.0,30.392772,-88.797714,,,,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,"COORDINATE_ROUNDED,CONTINENT_DERIVED_FROM_COORDINATES,TAXON_ID_NOT_FOUND"
6500092415,"Alligator mississippiensis (Daudin, 1801)",2026-08-04T13:52,2026.0,8.0,33.27113,-88.783607,195.0,,,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,"COORDINATE_ROUNDED,CONTINENT_DERIVED_FROM_COORDINATES,TAXON_ID_NOT_FOUND"
6500162850,"Alligator mississippiensis (Daudin, 1801)",2026-08-15T09:43:46,2026.0,8.0,32.521402,-89.957832,286.0,,,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,"COORDINATE_ROUNDED,CONTINENT_DERIVED_FROM_COORDINATES,TAXON_ID_NOT_FOUND"
5063650194,"Alligator mississippiensis (Daudin, 1801)",2025-01-31T14:43:43,2025.0,1.0,30.380692,-89.61788,,,,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,"COORDINATE_ROUNDED,CONTINENT_DERIVED_FROM_COORDINATES,TAXON_ID_NOT_FOUND"
5063681058,"Alligator mississippiensis (Daudin, 1801)",2025-01-31T14:41:09,2025.0,1.0,30.379613,-89.615538,,,,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,"COORDINATE_ROUNDED,CONTINENT_DERIVED_FROM_COORDINATES,TAXON_ID_NOT_FOUND"
5063752768,"Alligator mississippiensis (Daudin, 1801)",2025-02-03T14:10:35,2025.0,2.0,30.379662,-89.61553,,,,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,"COORDINATE_ROUNDED,CONTINENT_DERIVED_FROM_COORDINATES,TAXON_ID_NOT_FOUND"
5063810565,"Alligator mississippiensis (Daudin, 1801)",2025-02-05T13:06:07,2025.0,2.0,30.37897,-89.617753,,,,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,"COORDINATE_ROUNDED,CONTINENT_DERIVED_FROM_COORDINATES,TAXON_ID_NOT_FOUND"
5063864315,"Alligator mississippiensis (Daudin, 1801)",2025-02-04T14:06:50,2025.0,2.0,30.380712,-89.615853,,,,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,"COORDINATE_ROUNDED,CONTINENT_DERIVED_FROM_COORDINATES,TAXON_ID_NOT_FOUND"
5063916502,"Alligator mississippiensis (Daudin, 1801)",2025-02-05T13:04:52,2025.0,2.0,30.380687,-89.61767,,,,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,"COORDINATE_ROUNDED,CONTINENT_DERIVED_FROM_COORDINATES,TAXON_ID_NOT_FOUND"
5063941548,"Alligator mississippiensis (Daudin, 1801)",2025-02-06T16:09:21,2025.0,2.0,30.378987,-89.617638,,,,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,"COORDINATE_ROUNDED,CONTINENT_DERIVED_FROM_COORDINATES,TAXON_ID_NOT_FOUND"
5063983592,"Alligator mississippiensis (Daudin, 1801)",2025-02-06T16:09:27,2025.0,2.0,30.378987,-89.617638,,,,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,"COORDINATE_ROUNDED,CONTINENT_DERIVED_FROM_COORDINATES,TAXON_ID_NOT_FOUND"
5069978322,"Alligator mississippiensis (Daudin, 1801)",2025-02-11T16:15:23,2025.0,2.0,30.378972,-89.617692,,,,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,"COORDINATE_ROUNDED,CONTINENT_DERIVED_FROM_COORDINATES,TAXON_ID_NOT_FOUND"
5077185665,"Alligator mississippiensis (Daudin, 1801)",2025-02-25T16:10:43,2025.0,2.0,30.379963,-89.615525,,,,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,"COORDINATE_ROUNDED,CONTINENT_DERIVED_FROM_COORDINATES,TAXON_ID_NOT_FOUND"
5087215874,"Alligator mississippiensis (Daudin, 1801)",2025-02-27T10:40:44,2025.0,2.0,30.411447,-88.779678,4.0,,,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,"COORDINATE_ROUNDED,CONTINENT_DERIVED_FROM_COORDINATES,TAXON_ID_NOT_FOUND"
5087248909,"Alligator mississippiensis (Daudin, 1801)",2025-02-27T15:43:09,2025.0,2.0,30.400799,-88.752153,8.0,,,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,"COORDINATE_ROUNDED,CONTINENT_DERIVED_FROM_COORDINATES,TAXON_ID_NOT_FOUND"
5087296652,"Alligator mississippiensis (Daudin, 1801)",2025-02-28T14:54:03,2025.0,2.0,30.430253,-88.644042,4.0,,,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,"COORDINATE_ROUNDED,CONTINENT_DERIVED_FROM_COORDINATES,TAXON_ID_NOT_FOUND"
5087652050,"Alligator mississippiensis (Daudin, 1801)",2025-02-15T11:37:39,2025.0,2.0,33.278689,-88.795661,10.0,,,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,"COORDINATE_ROUNDED,CONTINENT_DERIVED_FROM_COORDINATES,TAXON_ID_NOT_FOUND"
5087864103,"Alligator mississippiensis (Daudin, 1801)",2025-03-12T14:07:44,2025.0,3.0,30.37902,-89.615538,,,,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,"COORDINATE_ROUNDED,CONTINENT_DERIVED_FROM_COORDINATES,TAXON_ID_NOT_FOUND"
